strategy	status	edge	duration_s	log_file
canary_mode3_v1.sol	0	506.98	85	.ralph-amm/phase7/state/parallel_sims/20260211_012355_45785/1_canary_mode3_v1.log
canary_mode3_v4.sol	0	506.82	85	.ralph-amm/phase7/state/parallel_sims/20260211_012355_45785/2_canary_mode3_v4.log
canary_mode3_v5.sol	0	506.79	86	.ralph-amm/phase7/state/parallel_sims/20260211_012355_45785/3_canary_mode3_v5.log
