strategy	status	edge	duration_s	log_file
canary_mode3_v1.sol	0	508.59	3	.ralph-amm/phase7/state/parallel_sims/20260211_011219_30605/1_canary_mode3_v1.log
canary_mode3_v2.sol	0	508.21	3	.ralph-amm/phase7/state/parallel_sims/20260211_011219_30605/2_canary_mode3_v2.log
